ID,Human-understandable Difficulty Label,Linguistic Phenomena Tagging,,,,,,,,,,,
6e39e409-bb18-482b-a8f2-54cec56943b4,Paraphrasing,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
eeba73c7-ebe6-46d0-9dfe-939e794a90b7,Paraphrasing,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
212586fb-ba53-4ae5-badb-1abad56161e1,sentence,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
55baff05-b025-458b-9cfb-9e9c7baa891f,word,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
6516aa86-f856-4411-a128-2dbeba8102bd,sentence,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
9ddff691-93e2-4af9-a29a-e391be79cef7,Paraphrasing,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
aa19d4d6-195a-41aa-a23c-ecef6cf5b783,sentence,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
e18c3d41-93e3-46b5-9e8e-3d9900f6b492,sentence,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
015ffed1-7ff9-49bc-88c6-30b758dc6edf,Paraphrasing,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
9e448d89-e86b-457f-90b2-9180181e0575,Paraphrasing,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
82f0d2f5-90e9-4c93-a97e-d57022758f18,sentence,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2b64dde2-62d0-47f4-9475-768f27b922fd,Paraphrasing,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
7ddedcff-cdf4-49b1-9fda-8e0cb6f9fd45,Paraphrasing,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
20eba2e4-0a0a-4595-8e17-5d1c9adb3a40,sentence,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
b1efeb4c-1626-4ec9-ad7c-b605ece908ff,Paraphrasing,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
c8875704-74c7-48af-b6d9-2b9cb6b1ea8b,sentence,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
4b4eaf85-7b39-489e-a83e-9da41dd23f22,sentence,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
a5d1a221-307a-4f9a-8ee1-dc235aad4b7d,Paraphrasing,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
a29e4877-6e82-47c6-af69-511fc6add0f2,sentence,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
dea87ee2-8a99-4ced-be0b-f900776a44f6,word,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
fd232283-b8b2-4199-bb37-5ab1d4b9c18d,Paraphrasing,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
89bfaddd-b035-4c1e-b096-f40b90c7af11,sentence,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
70c330f0-3eab-4a4a-98b8-6ff53b17a8f9,Paraphrasing,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
11d6d183-74b0-41cf-bfce-04c05a940b38,pc,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
b0d3a9eb-5b87-45ca-a12e-cac355c30cbc,sentence,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
f231d08c-e6b7-4513-afea-6f5ea21c5ea9,sentence,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
4d87b489-5309-46bd-a431-49b799b5b896,sentence,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
5f0d7daa-e968-4ee8-bb9d-f0133269922f,word,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
0b28e731-b8dd-4a86-ac42-fa8eeccd9888,sentence,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
a506d2c9-1ff5-4094-bfbe-e4e80bc6215a,word,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
0bce7a95-175d-41d0-bb5d-21e759baf220,Paraphrasing,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
8e39f61f-2d96-460d-b99e-daf36af614f0,sentence,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
5e9d00fb-385b-4762-9285-5ee6e76b9085,word,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
6b0839e1-5e9f-4c62-919c-5c8f73e016aa,Paraphrasing,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
d1857e28-aa9a-4afe-9132-ab27a8477924,word,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
d6beb21e-c803-4d1d-887c-ab45d6fe3907,sentence,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
95ca9c40-0826-4efd-9f2f-0bc3828e1dff,Paraphrasing,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
c19bebdd-ac5b-413e-9052-1a5e15e5b31c,sentence,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
d1eef4fb-c303-4226-9519-54211561b425,sentence,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ecd647bb-a30b-405d-913e-3a19011b092d,Paraphrasing,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
a08e92e0-8aab-4f08-8bad-799b20d8b750,Paraphrasing,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
17277360-5208-4dc2-b98f-da9dea534211,sentence,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
6fba848e-7b8c-4d7b-9eab-40f8d2add906,Paraphrasing,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
91afa299-8aac-4ee9-8013-276d15a7769c,Paraphrasing,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
edb9e202-4c9e-4bb7-a18c-daa472a22092,Ambiguous Inference,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
f7efb395-97a8-424e-b2c0-b400eaa5831e,Ambiguous Inference,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
c3ff170b-8e5d-45db-be5b-e3d53e1f5104,Paraphrasing,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
06eef9c5-1b05-4d08-961c-fdefdb74d6ea,Paraphrasing,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
e1f84a09-4ac1-4e21-8e8b-6c12996111b5,sentence,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
180c876f-d5d2-4397-a9bc-bdae30d5954c,Paraphrasing,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7b95d4d5-1ee9-4f1f-9d7e-2c6ff459054b,sentence,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
e2d48e18-276a-4de1-81af-594cf54c2a90,sentence,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
d485e612-1b3c-4b67-a9f0-ef432ff4fcee,Paraphrasing,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
8dcbc25a-c55c-4f2d-8cbf-c70df84b9490,Paraphrasing,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
73cf4b3f-604a-431d-8b5d-8e03b0cfb67a,sentence,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10462d65-75a6-4430-974a-e8af56526fce,Paraphrasing,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
c01e99e8-d517-4e81-ab33-1d0921737821,sentence,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
d25df4e7-c94b-4a2d-a2d4-25e34655d0c9,Paraphrasing,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
09e93773-cb09-4bdb-b1ee-bcf339416c53,Ambiguous Inference,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
2d58e924-e539-40ba-968c-f56efaff1b1a,Paraphrasing,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
cf720bea-32e6-41f3-be77-d4674b580890,sentence,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3eeca3cb-2263-4617-8d42-89786fb986f9,sentence,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
2c99419a-7247-45cc-8f63-4d423e852f5d,Paraphrasing,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
1a7e5dac-96a0-4fc8-8c2f-e5edbaee45ca,Paraphrasing,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
e92781bd-beee-4be6-ba37-0e2f7c258864,Paraphrasing,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
1e993bb1-28e9-46ca-9de0-e2984207fe98,word,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ce171961-1139-4925-a52d-aaa45882193b,Paraphrasing,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
293b2d9c-6aa5-4237-9d3a-e375bd92ae58,Paraphrasing,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
9bedc73a-bd04-4a08-9d93-d6da9dd33991,word,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
796cebdd-7d6f-4c1e-95c3-be941d0e4a55,sentence,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
53756438-d5bd-45a6-83b0-5dc4ca78a5cc,Paraphrasing,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
6ead3cd4-e1a7-4ca8-a93a-f0fd32390bf7,Paraphrasing,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
7182496d-38b5-4af9-bef1-08bc329b5aba,Paraphrasing,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
2ad983c5-5074-4d10-acca-e98b9fceb09b,Paraphrasing,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1c3f631c-ef1a-4dc3-bd26-715eea2c5703,sentence,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
9f097485-ac0b-40b0-bf42-3fde6476ce14,Paraphrasing,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
e4514b3b-2ac2-4e1f-8b23-6308185b3e25,Paraphrasing,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
fae520f1-4a08-41a2-a993-43a9f33ed3cd,Paraphrasing,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
36c78816-7606-4fe4-beb2-4b4cfde8115c,sentence,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
16119f0d-b0e0-43f6-ac36-5a13bab13604,Paraphrasing,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
eaefa570-0098-4b6d-9da1-d1df2d785824,sentence,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
6d430931-b572-4cc7-b18e-e7bdec5be9ca,Paraphrasing,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
406638bc-0ff9-4a9f-8034-8c43acf0b3ba,word,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
e3651067-1160-43b9-bb24-93137b4a8298,Paraphrasing,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
e9f4eb41-2143-48ed-a0c7-b58b18aaf099,sentence,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
9ba79327-d72c-4882-a828-e8bd80fbab56,sentence,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2029aa56-ef8f-4c6f-a599-6dae60566f01,sentence,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
6f967d5e-3699-418f-99c4-4be8c2f227a8,Paraphrasing,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
ea04f6ea-5b4f-4a24-a276-fe6c1e55667f,Paraphrasing,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
3e43926e-578c-4da6-9026-fa7908d46003,sentence,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
43bacad9-413e-4974-8789-a979823e634d,sentence,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
308e263d-0f58-481a-a095-756250039824,Paraphrasing,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
9fd34809-8322-4df8-ae01-926f0cd2376b,word,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
1a037660-3761-449a-8170-59e2705a9c54,Paraphrasing,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
9f5d238b-92d2-46f4-80d4-d30e65087c47,Ambiguous Inference,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
30692936-299b-4ca9-b2fb-74509d0d3e25,sentence,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
a8281cdb-5cfa-4afe-99aa-915110c0162f,Paraphrasing,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
fb46930d-fee0-4e63-a858-2afc280aa5f0,Paraphrasing,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
fd5da531-ff8c-4eab-99d6-6c1e94b1035c,Paraphrasing,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
fa0260b1-cfae-4a39-bf66-1d33f6fe508a,Paraphrasing,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
7cfd005c-ca20-4fc2-802b-83a63998b9bb,Paraphrasing,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
